Console,Title,Licensee,Released
GB,The Hunt for Red October,Hi-Tech,1991-05-01
GB,The Incredible Crash Dummies,LJN,1992-11-01
GB,The Jetsons: Robot Panic,Taito Software,1992-10-01
GB,The Jungle Book,THQ,1994-08-01
GB,The Legend of Zelda: Link's Awakening,Nintendo,1993-08-01
GB,The Legend of Zelda: Link's Awakening DX,Nintendo,1998-12-01
GB,The Lion King,THQ,1995-04-01
GB,The Little Mermaid,Nintendo,1993-02-01
GB,The Lost World: Jurassic Park,THQ,1997-12-01
GB,The New Adventures of Mary Kate and Ashley,Acclaim,1999-12-01
GB,The New Chessmaster,Hi-Tech,1993-04-01
GB,The Pagemaster,Fox Interactive,1994-11-01
GB,The Punisher,LJN,1991-07-01
GB,The Real Ghostbusters,Activision,1993-10-01
GB,The Ren & Stimpy Show: Space Cadet Adventures,THQ,1992-11-01
GB,The Ren & Stimpy Show: Veediots!,THQ,1993-10-01
GB,The Rescue of Princess Blobette,Absolute,1991-05-01
GB,The Simpsons: Bart & the Beanstalk,Acclaim,1994-02-01
GB,The Simpsons: Bart vs. the Juggernauts,Acclaim,1992-09-01
GB,The Smurfs,Nintendo,1998-10-01
GB,The Sword of Hope,Seika,1991-06-01
GB,The Sword of Hope 2,Kemco,1996-09-01
GB,Tiger Woods Golf,THQ,2000-01-01
GB,Tiny Toon Adventures 2: Montana's Movie Madness,Konami,1993-11-01
GB,Tiny Toon Adventures: Babs' Big Break,Konami,1992-02-01
GB,Tiny Toon Adventures: Wacky Sports Challenge,Konami,1994-12-01
GB,Titus the Fox,Titus,2000-11-01
GB,Titus the Fox,Titus,1993-06-01
GB,TNN Outdoors Fishing Champ,American Softworks,1999-12-01
GB,Tom & Jerry,Hi-Tech,1992-10-01
GB,Tom & Jerry: Frantic Antics,Hi-Tech,1993-10-01
GB,Top Gun: Guts & Glory,Konami,1993-01-01
GB,Top Rank Tennis,Nintendo,1993-05-01
GB,Torpedo Range,Seta,1996-11-01
GB,Total Carnage,Malibu Games,1994-02-01
GB,Toxic Crusaders,Bandai,1992-09-01
GB,Toy Story,THQ,1996-05-01
GB,Toy Story 2,THQ,1999-11-01
GB,Track & Field,Konami,1992-09-01
GB,Trax,Hal America,1991-09-01
GB,True Lies,LJN,1995-02-01
GB,Tumble Pop,Data East,1993-03-01
GB,Turn and Burn: The F-14 Dogfight Simulator,Absolute,1992-05-01
GB,Turok 2: Seeds of Evil,Acclaim,1998-12-01
GB,Turok: Battle of the Bionosaurs,Acclaim,1997-12-01
GB,Turrican,Accolade,1991-11-01
GB,Ultima: Runes of Virtue,FCI,1992-07-01
GB,Ultima: Runes of Virtue II,FCI,1994-03-01
GB,Ultra Golf,Ultra Soft,1992-03-01
GB,Universal Soldier,Accolade,1992-12-01
GB,Uno,Mattel,2000-02-01
GB,Urban Strike,Black Pearl Software,1996-11-01
GB,USHRA Monster Truck Wars,Acclaim,1994-11-01
GB,Vegas Stakes,Nintendo,1995-12-01
GB,Wario Blast: Featuring Bomberman!,Nintendo,1994-11-01
GB,Wario Land 2,Nintendo,1998-03-01
GB,Wario Land: Super Mario Land 3,Nintendo,1994-02-01
GB,Wave Race,Nintendo,1992-07-01
GB,Wayne's World,THQ,1993-11-01
GB,WCW: The Main Event,FCI,1994-02-01
GB,We're Back!: A Dinosaur's Story,Hi-Tech,1993-10-01
GB,Wheel of Fortune,Gametek,1990-09-01
GB,Who Framed Roger Rabbit?,Capcom,1991-11-01
GB,Wild Snake,Spectrum Holobyte,1994-09-01
GB,Wings of Fury,Mindscape,1999-12-01
GB,Winter Olympic Games,US Gold,1994-01-01
GB,Wizards & Warriors X: Fortress of Fear,Acclaim,1990-01-01
GB,Word Zap,Jaleco,1992-09-01
GB,Wordtris,Spectrum Holobyte,1992-11-01
GB,World Bowling,Romstar,1990-04-01
GB,World Circuit Series,Ultra Soft,1992-03-01
GB,World Cup '98,THQ,1998-06-01
GB,World Heroes 2 Jet,Playmates,1995-08-01
GB,WWF King of the Ring,LJN,1993-09-01
GB,WWF Raw,LJN,1994-12-01
GB,WWF Superstars,LJN,1991-04-01
GB,WWF Superstars 2: Steel Cage Challenge,LJN,1992-08-01
GB,WWF War Zone,Acclaim,1998-06-01
GB,WWF Wrestlemania 2000,THQ,1999-11-01
GB,Xenon 2,Mindscape,1992-10-01
GB,Yar's Revenge,Telegames,1999-09-01
GB,Yoda's Stories,THQ,1999-12-01
GB,Yogi Bear in Yogi Bear's Goldrush,Gametek,1994-10-01
GB,Yoshi,Nintendo,1992-07-01
