Console,Title,Licensee,Released
SNES,Super Baseball 2020,Tradewest,1993-07-01
SNES,Super Baseball Simulator 1.000,Culture Brain,1991-12-01
SNES,Super Bases Loaded,Jaleco,1991-09-01
SNES,Super Bases Loaded 2,Jaleco,1994-02-01
SNES,Super Bases Loaded 3: License to Steal,Jaleco,1995-02-01
SNES,Super Batter Up,Namco,1992-10-01
SNES,Super Battleship,Majesco,1993-11-01
SNES,Super Battletank 2: War in the Gulf,Absolute,1994-01-01
SNES,Super Battletank: War in the Gulf,Absolute,1992-06-01
SNES,Super Black Bass,Majesco,1993-05-01
SNES,Super Bomberman,Hudson Soft,1993-09-01
SNES,Super Bomberman 2,Nintendo,1994-09-01
SNES,Super Bonk,Hudson Soft,1994-11-01
SNES,Super Bowling,American Technos,1992-09-01
SNES,Super Buster Bros.,Capcom,1992-10-01
SNES,Super Caesars Palace,Majesco,1993-10-01
SNES,Super Castlevania IV,Konami,1991-12-01
SNES,Super Chase HQ,Taito Software,1993-12-01
SNES,Super Conflict: The Mideast,Vic Tokai,1993-03-01
SNES,Super Double Dragon,Tradewest,1992-10-01
SNES,Super E.D.F.: Earth Defense Force,Jaleco,1992-01-01
SNES,Super Empire Strikes Back,Majesco,1993-10-01
SNES,Super Ghouls 'N Ghosts,Capcom,1991-11-01
SNES,Super Goal! Two,Jaleco,1994-04-01
SNES,Super Godzilla,Toho,1994-07-01
SNES,Super High Impact,Acclaim,1993-06-01
SNES,Super James Pond,American Softworks,1993-07-01
SNES,Super Mario All-Stars,Nintendo,1993-08-01
SNES,Super Mario Kart,Nintendo,1992-09-01
SNES,Super Mario RPG: Legend of the Seven Stars,Nintendo,1996-05-01
SNES,Super Mario World,Nintendo,1991-08-01
SNES,Super Metroid,Nintendo,1994-04-01
SNES,Super Ninja Boy,Culture Brain,1993-04-01
SNES,Super Nova,Taito Software,1993-12-01
SNES,Super Off Road,Tradewest,1991-12-01
SNES,Super Off Road: The Baja,Tradewest,1993-09-01
SNES,Super Pinball: Behind the Mask,Nintendo,1994-11-01
SNES,Super Play Action Football,Nintendo,1992-08-01
SNES,Super Punch-Out!!,Nintendo,1994-10-01
SNES,Super Putty,US Gold,1993-11-01
SNES,Super R-Type,Irem,1991-09-01
SNES,Super RBI Baseball,Time Warner,1995-06-01
SNES,Super Return of the Jedi,Majesco,1994-10-01
SNES,Super Slam Dunk,Virgin Interactive,1993-07-01
SNES,Super Slap Shot,Virgin Interactive,1993-08-01
SNES,Super Smash T.V.,Acclaim,1992-02-01
SNES,Super Soccer,Nintendo,1992-05-01
SNES,Super Soccer Champ,Taito Software,1992-06-01
SNES,Super Solitaire,Extreme,1994-01-01
SNES,Super Star Wars,Nintendo,1992-11-01
SNES,Super Street Fighter II: The New Challengers,Capcom,1994-06-01
SNES,Super Strike Eagle,Microprose,1993-03-01
SNES,Super Tennis,Nintendo,1991-11-01
SNES,Super Troll Islands,American Softworks,1994-02-01
SNES,Super Turrican,Seika,1993-05-01
SNES,Super Turrican 2,Ocean,1995-11-01
SNES,Super Valis IV,Atlus Software,1993-02-01
SNES,Super Widget,Atlus Software,1993-09-01
SNES,Suzuka 8 Hours,Namco,1994-05-01
SNES,T2: The Arcade Game,Majesco,1994-02-01
SNES,Taz-Mania,Majesco,1993-05-01
SNES,Tecmo Secret of the Stars,Tecmo,1995-07-01
SNES,Tecmo Super Baseball,Tecmo,1994-09-01
SNES,Tecmo Super Bowl,Tecmo,1993-11-01
SNES,Tecmo Super Bowl II: Special Edition,Tecmo,1995-01-01
SNES,Tecmo Super Bowl III: The Final Edition,Tecmo,1995-10-01
SNES,Tecmo Super NBA Basketball,Tecmo,1993-03-01
SNES,Teenage Mutant Ninja Turtles IV: Turtles in Time,Konami,1992-08-01
SNES,Teenage Mutant Ninja Turtles: Tournament Fighters,Konami,1993-12-01
SNES,Terminator 2: Judgment Day,LJN,1993-11-01
SNES,Tetris & Dr. Mario,Nintendo,1994-12-01
SNES,Tetris 2,Nintendo,1994-08-01
SNES,Tetris Attack,Nintendo,1996-08-01
SNES,The 7th Saga,Enix,1993-09-01
SNES,The Addams Family,Ocean,1992-03-01
SNES,The Addams Family: Pugsley's Scavenger Hunt,Ocean,1993-02-01
SNES,The Adventure of Kid Kleets,Ocean,1994-08-01
SNES,The Adventures of Batman & Robin,Konami,1994-12-01
SNES,The Adventures of Rocky & Bullwinkle and Friends,THQ,1993-06-01
SNES,The Blues Brothers,Titus,1993-06-01
SNES,The Brainies,Titus,1996-04-01
SNES,The Chessmaster,Mindscape,1991-09-01
SNES,The Combatribes,American Technos,1993-03-01
SNES,The Death and Return of Superman,Sunsoft,1994-08-01
SNES,The Duel: Test Drive II,Accolade,1992-12-01
SNES,The Flintstones: The Movie,Ocean,1995-02-01
SNES,The Flintstones: The Treasure of Sierra Madrock,Taito Software,1994-03-01
SNES,The Great Circus Mystery: Starring Mickey and Minnie,Capcom,1994-10-01
SNES,The Great Waldo Search,THQ,1993-06-01
SNES,The Hunt for Red October,Hi-Tech,1993-01-01
SNES,The Ignition Factor,Jaleco,1995-01-01
SNES,The Incredible Crash Dummies,LJN,1993-10-01
SNES,The Incredible Hulk,US Gold,1994-08-01
SNES,The Itchy & Scratchy Game,Acclaim,1995-03-01
SNES,The Jetsons: The Invasion of the Planet Pirates,Taito Software,1994-06-01
SNES,The Jungle Book,Majesco,1994-08-01
SNES,The Lawnmower Man,THQ,1993-11-01
SNES,The Legend of the Mystical Ninja,Konami,1992-02-01
SNES,The Legend of Zelda: A Link to the Past,Nintendo,1992-04-01
SNES,The Lord of the Rings: Volume 1,Interplay,1994-10-01
SNES,The Lost Vikings,Interplay,1993-04-01
SNES,The Lost Vikings 2,Interplay,1997-05-01
SNES,The Magical Quest starring Mickey Mouse,Capcom,1992-12-01
SNES,The Mask,Black Pearl Software,1995-10-01
SNES,The Ninja Warriors,Taito Software,1994-02-01
SNES,The Pagemaster,Fox Interactive,1994-11-01
SNES,The Peace Keepers,Jaleco,1994-03-01
SNES,The Pirates of Dark Water,Sunsoft,1994-05-01
SNES,The Ren & Stimpy Show: Buckaroo$,THQ,1995-04-01
SNES,The Ren & Stimpy Show: Time Warp,THQ,1994-11-01
SNES,The Ren & Stimpy Show: Veediots!,THQ,1993-10-01
SNES,The Rocketeer,IGS,1992-05-01
SNES,The Simpsons: Bart's Nightmare,Acclaim,1992-09-01
SNES,The Simpsons: Virtual Bart,Acclaim,1994-09-01
SNES,The Sporting News Baseball,Hudson Soft,1995-06-01
SNES,The Super Aquatic Games Starring The Aquabats,Seika,1993-10-01
SNES,The Syndicate,Ocean,1995-12-01
SNES,The Terminator,Mindscape,1993-04-01
SNES,The Tick,Fox Interactive,1994-12-01
SNES,The Twisted Tales of Spike McFang,Bullet Proof Software,1994-06-01
SNES,The Untouchables,Ocean,1994-08-01
SNES,The Wizard of Oz,Seta,1993-10-01
SNES,Thomas the Tank Engine & Friends,THQ,1993-09-01
SNES,Three Ninjas Kick Back,Sony Imagesoft,1994-11-01
SNES,Thunder Spirits,Seika,1992-06-01
SNES,Time Cop,JVC,1995-04-01
SNES,Time Slip,Vic Tokai,1993-11-01
SNES,Time Trax,THQ,1994-04-01
SNES,Timon & Pumbaa,THQ,1997-11-01
SNES,Tin Star,Nintendo,1994-11-01
SNES,Tiny Toon Adventures: Buster Busts Loose!,Konami,1993-02-01
SNES,Tiny Toon Adventures: Wacky Sports Challenge,Konami,1994-12-01
SNES,TKO Super Championship Boxing,Sofel,1992-10-01
SNES,TNN Bass Tournament of Champions,American Softworks,1994-11-01
SNES,Tom and Jerry,Hi-Tech,1993-04-01
SNES,Tommy Moe's Winter Extreme: Skiing & Snowboarding,Electro Brain,1994-06-01
SNES,Tony Meola's Sidekick Soccer,Electro Brain,1993-11-01
SNES,Top Gear,Majesco,1992-04-01
SNES,Top Gear 3000,Kemco,1995-02-01
SNES,Top Gear II,Kemco,1993-09-01
SNES,Total Carnage,Malibu Games,1993-11-01
SNES,Toy Story,Nintendo,1995-12-01
SNES,Toys: Let the Toy Wars begin!,Absolute,1993-04-01
SNES,Troddlers,Seika,1993-10-01
SNES,Troy Aikman NFL Football,Tradewest,1994-08-01
SNES,True Golf Classics: Pebble Beach Golf Links,T & E Soft,1992-04-01
SNES,True Golf Classics: Waialae Country Club,T & E Soft,1991-11-01
SNES,True Golf: Wicked 18,Bullet Proof Software,1993-10-01
SNES,True Lies,LJN,1995-02-01
SNES,Tuff E Nuff,Jaleco,1993-09-01
SNES,Turn and Burn: No-Fly Zone,Absolute,1994-02-01
SNES,U.N. Squadron,Capcom,1991-09-01
SNES,Ultima VII: The Black Gate,FCI,1994-11-01
SNES,Ultima: Runes of Virtue II,FCI,1994-11-01
SNES,Ultima: The False Prophet,FCI,1994-04-01
SNES,Ultimate Fighter,Culture Brain,1994-06-01
SNES,Ultimate Mortal Kombat 3,Midway,1996-10-01
SNES,Ultraman: Towards the Future,Bandai,1991-10-01
SNES,Uncharted Waters,Koei,1993-01-01
SNES,Uncharted Waters: New Horizons,Koei,1994-10-01
SNES,Uniracers,Nintendo,1994-12-01
SNES,Urban Strike,Black Pearl Software,1995-11-01
SNES,Utopia: The Creation of a Nation,Jaleco,1993-09-01
SNES,Vegas Stakes,Nintendo,1993-05-01
SNES,Vortex,Electro Brain,1994-09-01
SNES,Wanderers From Ys III,American Sammy,1992-01-01
SNES,War 2410,Advanced Productions,1995-12-01
SNES,War 3010: The Revolution,Advanced Productions,1996-10-01
SNES,Wario's Woods,Nintendo,1994-12-01
SNES,Warlock,LJN,1995-03-01
SNES,Warp Speed,Accolade,1992-12-01
SNES,Wayne Gretzky and the NHLPA All-Stars,Time Warner,1995-12-01
SNES,Wayne's World,THQ,1993-04-01
SNES,WCW: Super Brawl Wrestling,FCI,1994-11-01
SNES,We're Back!: A Dinosaur's Story,Hi-Tech,1993-11-01
SNES,WeaponLord,Namco,1995-09-01
SNES,Wheel of Fortune Deluxe!,Majesco,1994-04-01
SNES,Wheel of Fortune: Featuring Vanna White,Gametek,1992-09-01
SNES,Where in the World is Carmen Sandiego?,Hi-Tech,1993-06-01
SNES,Where in Time is Carmen Sandiego?,Hi-Tech,1993-05-01
SNES,Whizz,Titus,1996-11-01
SNES,Wild C.A.T.S,Playmates,1995-11-01
SNES,Wild Guns,Natsume,1995-07-01
SNES,Wild Snake,Spectrum Holobyte,1994-09-01
SNES,Williams Arcade's Greatest Hits,Midway,1996-10-01
SNES,Wing Commander,Mindscape,1992-11-01
SNES,Wing Commander: The Secret Missions,Mindscape,1993-09-01
SNES,Wings 2: Aces High,Namco,1992-10-01
SNES,Winter Olympic Games: Lillehammer '94,US Gold,1994-02-01
SNES,Wizardry V: Heart of the Maelstrom,Capcom,1994-04-01
SNES,Wolf Child,Virgin Interactive,1993-06-01
SNES,Wolfenstein 3-D,Imagineer,1994-03-01
SNES,Wolverine: Adamantium Rage,LJN,1994-11-01
SNES,Wordtris,Spectrum Holobyte,1992-11-01
SNES,World Cup USA '94,US Gold,1994-06-01
SNES,World Heroes,Sunsoft,1993-09-01
SNES,World Heroes 2,Takara,1994-09-01
SNES,World League Soccer,Mindscape,1992-04-01
SNES,World Soccer '94: Road to Glory,Atlus Software,1993-12-01
SNES,WWF Raw,LJN,1994-11-01
SNES,WWF Royal Rumble,LJN,1993-06-01
SNES,WWF Super Wrestlemania,LJN,1992-03-01
SNES,WWF Wrestlemania: The Arcade,Majesco,1995-11-01
SNES,X-Kaliber 2097,Activision,1994-02-01
SNES,X-Men: Mutant Apocalypse,Majesco,1994-11-01
SNES,X-Zone,Kemco,1992-11-01
SNES,Xardion,Asmik,1992-04-01
SNES,Yoshi's Cookie,Bullet Proof Software,1993-06-01
SNES,Yoshi's Island: Super Mario World 2,Nintendo,1995-10-01
SNES,Yoshi's Safari,Nintendo,1993-09-01
SNES,Young Merlin,Virgin Interactive,1994-03-01
SNES,Zero: The Kamikaze Squirrel,Sunsoft,1994-11-01
SNES,Zombies Ate My Neighbors,Konami,1993-09-01
SNES,"Zool: Ninja of the ""Nth"" Dimension",Gametek,1994-01-01
SNES,Zoop,Majesco,2000-01-01
